Property Address,Roll Number,Property Use Code,Building Type,Year Built,Living Area SqFt,Sale Year,Sale Month,Sale Price,Sale Price/SqFt,Time Adjusted Sale Price,Time Adjusted Sale Price/SqFt
74 LEONARD SHAKESPEARE BAY,6093060900,RESSD - Detached SIngle Dwelling,CO-Cabover,2006,1619,2024,3,468000,289.07,491900,303.83
27 ELSTREE CRT,6093138500,RESSD - Detached SIngle Dwelling,OS-One Storey,2011,1996,2024,8,737000,369.24,758400,379.96
18 WALDPORT BAY,6093140400,RESSD - Detached SIngle Dwelling,OS-One Storey,2010,1796,2023,12,675000,375.84,718200,399.89
270 TALLGRASS CRES,6093174600,RESSD - Detached SIngle Dwelling,TS-Two Storey,2009,1967,2023,7,605000,307.57,657000,334.01
119 BLUE SUN DR,6093258000,RESSD - Detached SIngle Dwelling,TS-Two Storey,2010,2098,2023,4,632500,301.48,695100,331.32
200 BLUE SUN DR,6093268200,RESSD - Detached SIngle Dwelling,TS-Two Storey,2011,2272,2023,9,612000,269.37,659100,290.10
75 DRAGONFLY CRT,6093291400,RESSD - Detached SIngle Dwelling,TS-Two Storey,2012,2096,2024,7,587091,280.10,607100,289.65
118 PRAIRIE SMOKE DR,6093346300,RESSD - Detached SIngle Dwelling,TS-Two Storey,2014,2054,2024,6,976500,475.41,1013600,493.48
118 SILVER SAGE CRES,6093376700,RESSD - Detached SIngle Dwelling,OS-One Storey,2016,1652,2024,8,670000,405.57,689400,417.31
25 SILVER SAGE CRES,6093377500,RESSD - Detached SIngle Dwelling,TS-Two Storey,2016,2478,2024,6,665000,268.36,690300,278.57
74 VILLAGE COVE,6093423700,RESSS - Side By Side,TS-Two Storey,2013,1416,2024,6,412000,290.96,429700,303.46
57 EAST PLAINS DR,6093461860,RESSD - Detached SIngle Dwelling,OS-One Storey,2018,1637,2024,7,690000,421.50,713500,435.86
184 BONAVENTURE DR E,6093462585,RESSD - Detached SIngle Dwelling,TS-Two Storey,2020,1564,2023,7,597500,382.03,648900,414.90
24 BONAVENTURE DR E,6093462775,RESSD - Detached SIngle Dwelling,TS-Two Storey,2017,1853,2024,7,640000,345.39,661800,357.15
50 BONAVENTURE DR W,6093462905,RESSD - Detached SIngle Dwelling,TS-Two Storey,2018,2028,2024,10,865000,426.53,883200,435.50
56 BONAVENTURE DR W,6093462910,RESSD - Detached SIngle Dwelling,TS-Two Storey,2021,2440,2024,8,1065000,436.48,1095900,449.14
394 BONAVENTURE DR W,6093465325,RESSD - Detached SIngle Dwelling,OS-One Storey,2019,1280,2024,12,570000,445.31,577400,451.09
92 EVELYNE REESE BLVD,6093466540,RESRH - Row Housing,TS-Two Storey,2018,1492,2023,6,439000,294.24,478500,320.71
14 DUMONTET CRES,6093467510,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1853,2023,12,600000,323.80,638400,344.52
30 MALIGNE WAY,6093467935,RESSD - Detached SIngle Dwelling,TS-Two Storey,2020,1381,2025,3,515000,372.92,515000,372.92
43 GREY HERON DR,6093468405,RESSD - Detached SIngle Dwelling,TS-Two Storey,2020,1628,2025,3,615000,377.76,615000,377.76
99 LLOYD MCKINNON WAY,6093470515,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,2223,2024,4,755927,340.05,790700,355.69
247 ROBERT BOCKSTAEL DR,6093470585,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1449,2024,4,474378,327.38,496200,342.44
70 LLOYD MCKINNON WAY,6093470590,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1728,2024,8,551657,319.25,567700,328.53
11 LLOYD MCKINNON WAY,6093470695,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1978,2024,9,694465,351.09,711800,359.86
99 SNOWY OWL CRES,6093470740,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1977,2023,6,583316,295.05,635800,321.60
115 TANAGER TRAIL,6093471110,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1905,2023,2,569835,299.13,631900,331.71
63 CRESTMONT DR,6093471660,RESSD - Detached SIngle Dwelling,TS-Two Storey,2020,1870,2023,7,633000,338.50,687400,367.59
371 EVELYNE REESE BLVD,6093472425,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1889,2024,10,571333,302.45,583300,308.79
7 EAU-CLAIRE DR,6093472705,RESSD - Detached SIngle Dwelling,TS-Two Storey,2021,1736,2023,2,575000,331.22,637700,367.34
42 TWINTREE WAY,6093473390,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1608,2023,2,457527,284.53,507400,315.55
2 TWINTREE WAY,6093473440,RESSD - Detached SIngle Dwelling,TS-Two Storey,2022,1716,2024,3,499906,291.32,525400,306.18
113 TWINTREE WAY,6093473455,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1618,2024,5,528446,326.60,550600,340.30
296 CRESTMONT DR,6093473630,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1576,2023,12,517875,328.60,551000,349.62
336 CRESTMONT DR,6093473680,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1986,2023,2,574155,289.10,636700,320.59
123 YELLOW MOON CRES,6093474080,RESSS - Side By Side,TS-Two Storey,2024,1412,2024,6,391700,277.41,406600,287.96
14 YELLOW MOON CRES,6093474515,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,2146,2023,7,624762,291.13,678500,316.17
31 SISKIN BAY,6093474730,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,2703,2024,8,776816,287.39,799300,295.71
54 SISKIN BAY,6093474770,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,2436,2024,3,750000,307.88,788300,323.60
12 SISKIN BAY,6093474830,RESSD - Detached SIngle Dwelling,TS-Two Storey,2022,2089,2024,3,910000,435.62,956400,457.83
347 CRESTMONT DR,6093475585,RESSS - Side By Side,TS-Two Storey,2024,1404,2024,1,467286,332.82,494900,352.49
341 CRESTMONT DR,6093475595,RESSS - Side By Side,TS-Two Storey,2024,1534,2024,3,419901,273.73,441300,287.68
325 CRESTMONT DR,6093475625,RESSS - Side By Side,TS-Two Storey,2024,1442,2024,5,441815,306.39,460400,319.28
297 CRESTMONT DR,6093475670,RESSS - Side By Side,TS-Two Storey,2023,1385,2023,12,435087,314.14,462900,334.22
295 CRESTMONT DR,6093475675,RESSS - Side By Side,TS-Two Storey,2023,1412,2023,12,407323,288.47,433400,306.94
126 WHITEHORN CRES,6093477255,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1766,2023,11,532772,301.68,569000,322.20
182 WHITEHORN CRES,6093477325,RESSS - Side By Side,TS-Two Storey,2024,1518,2024,10,473509,311.93,483500,318.51
254 WHITEHORN CRES,6093477410,RESSS - Side By Side,TS-Two Storey,2024,1492,2024,5,518148,347.28,539900,361.86
368 BROOKLYN ST,7000151200,RESSD - Detached SIngle Dwelling,OS-One Storey,1988,735,2024,7,250000,340.14,260000,353.74
340 KING EDWARD ST,7000296000,RESSD - Detached SIngle Dwelling,OS-One Storey,1914,697,2024,6,177500,254.66,185500,266.14
104 RIVERBEND CRES,7001699000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1946,1316,2024,7,337200,256.23,350700,266.49
154 PARKVIEW ST,7020045000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1929,2464,2023,8,494000,200.49,534500,216.92
126 COLLEGIATE ST,7020189000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1918,1242,2023,3,292500,235.51,321800,259.10
355 FERRY RD,7020633000,RESDU - Duplex,TS-Two Storey,1962,1976,2024,10,250000,126.52,256300,129.71
347 PARKVIEW ST,7020834000,RESSD - Detached SIngle Dwelling,OS-One Storey,1914,806,2024,8,209000,259.31,216300,268.36
486 MARJORIE ST,7021615000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,961,2023,9,345200,359.21,372500,387.62
492 MARJORIE ST,7021618000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1984,1149,2024,6,380000,330.72,397100,345.60
201 HAMPTON ST,7021781000,RESMC - Multi-Family Conversion,TH-Two & 1/2 Storey,1913,2020,2023,1,395000,195.54,433700,214.70
229 ALBANY ST,7040091000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1945,1358,2024,7,325000,239.32,338000,248.90
407 ALBANY ST,7040211000,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1215,2024,8,320000,263.37,331200,272.59
245 AMHERST ST,7040554000,RESSD - Detached SIngle Dwelling,OS-One Storey,1912,841,2023,5,180000,214.03,196700,233.89
311 AMHERST ST,7040647000,RESSD - Detached SIngle Dwelling,OS-One Storey,1941,918,2024,7,407500,443.90,423800,461.66
329 SACKVILLE ST,7040711000,RESSD - Detached SIngle Dwelling,OS-One Storey,1946,690,2024,7,230000,333.33,239200,346.67
414 AMHERST ST,7040762000,RESSD - Detached SIngle Dwelling,OS-One Storey,1947,676,2023,2,280000,414.20,309100,457.25
393 AMHERST ST,7040780000,RESSD - Detached SIngle Dwelling,OS-One Storey,1946,988,2024,9,355000,359.31,365700,370.14
284 INGLEWOOD ST,7041226000,RESSD - Detached SIngle Dwelling,OS-One Storey,1918,510,2023,6,130000,254.90,141600,277.65
286 INGLEWOOD ST,7041227000,RESSD - Detached SIngle Dwelling,OS-One Storey,1918,672,2025,3,200500,298.36,200500,298.36
428 INGLEWOOD ST,7041408000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1914,922,2024,10,245000,265.73,251100,272.34
315 CONWAY ST,7050157000,RESSD - Detached SIngle Dwelling,OS-One Storey,1950,944,2023,11,325000,344.28,348100,368.75
355 CONWAY ST,7050306000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1950,1344,2024,1,351000,261.16,373500,277.90
260 SHARP BLVD,7050529000,RESSD - Detached SIngle Dwelling,TH-Two & 1/2 Storey,1915,2548,2023,5,468000,183.67,511500,200.75
392 SHARP BLVD,7050581000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1949,1356,2024,11,365000,269.17,372300,274.56
347 SHARP BLVD,7050597000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1948,1257,2024,7,410000,326.17,426400,339.22
294 OVERDALE ST,7051623000,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1923,1996,2023,12,360000,180.36,384500,192.64
235 WINCHESTER ST,7051691000,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1929,1586,2023,10,345000,217.53,370900,233.86
335 WINCHESTER ST,7051896000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1939,1237,2024,8,377000,304.77,390200,315.44
371 WINCHESTER ST,7051906000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1941,1414,2024,7,342000,241.87,355700,251.56
231 STRATHMILLAN RD,7060631000,RESSD - Detached SIngle Dwelling,OS-One Storey,1952,900,2024,10,310000,344.44,317800,353.11
115 HEARNE AVE,7061979000,RESSD - Detached SIngle Dwelling,OS-One Storey,1952,1202,2023,8,348000,289.52,376500,313.23
82 TURNER AVE,7062576000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,931,2023,7,386000,414.61,419200,450.27
309 RITA ST,7063345000,RESSD - Detached SIngle Dwelling,OS-One Storey,1957,1108,2023,2,385000,347.47,425000,383.57
40 LISTOWEL BAY,7063883000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1957,1324,2024,7,460000,347.43,478400,361.33
185 ATHLONE DR,7071480000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1965,1893,2024,7,425000,224.51,442000,233.49
405 ALDINE ST,7074082000,RESSD - Detached SIngle Dwelling,OS-One Storey,1962,1119,2023,5,351000,313.67,383600,342.81
191 HARRIS BLVD,7074960000,RESSD - Detached SIngle Dwelling,OS-One Storey,1956,1228,2024,12,385000,313.52,390800,318.24
2539 ASSINIBOINE CRES,7075385000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1959,2012,2023,6,517000,256.96,563000,279.82
206 THOMPSON DR,7075896000,RESSD - Detached SIngle Dwelling,OS-One Storey,1994,1292,2023,8,443206,343.04,479500,371.13
1846 MCDERMOT AVE W,7090094000,RESSD - Detached SIngle Dwelling,OS-One Storey,1950,793,2023,9,195000,245.90,206300,260.15
1807 BANNATYNE AVE W,7090220500,RESSD - Detached SIngle Dwelling,OS-One Storey,1977,864,2023,1,300000,347.22,329400,381.25
1972 BANNATYNE AVE W,7090274000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1923,789,2024,2,208000,263.62,215300,272.88
1840 ROSS AVE W,7090363000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1946,985,2024,8,181000,183.76,184100,186.90
1787 KING EDWARD ST,7090652000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,780,2024,8,139000,178.21,141400,181.28
1911 ALEXANDER AVE,7091101000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,2025,881,2025,2,443172,503.03,444500,504.54
617 ST CHARLES ST,7206570000,RESSD - Detached SIngle Dwelling,OS-One Storey,1962,1169,2024,8,355000,303.68,367400,314.29
16 BERNADINE CRES,7208282000,RESSS - Side By Side,BL-Bi-Level,1970,867,2024,3,237000,273.36,250500,288.93
19 DOWNS AVE,7208290000,RESSS - Side By Side,TS-Two Storey,1970,1106,2024,8,331000,299.28,342600,309.76
643 HAMILTON AVE,7208390400,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1985,1040,2024,12,365000,350.96,370500,356.25
623 HAMILTON AVE,7208453000,RESSS - Side By Side,BL-Bi-Level,1973,826,2023,8,294000,355.93,318100,385.11
245 RISBEY CRES,7211745100,RESSS - Side By Side,BL-Bi-Level,1973,792,2025,1,307023,387.66,310100,391.54
912 KNOX ST,7215740000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,1139,2023,9,381500,334.94,411600,361.37
175 RISBEY CRES,7216449000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1972,864,2024,1,400000,462.96,425600,492.59
249 LAKE RIDGE RD,7217977100,RESSS - Side By Side,TS-Two Storey,1971,1080,2024,7,250000,231.48,260000,240.74
631 DAVID ST,7219220000,RESSD - Detached SIngle Dwelling,OS-One Storey,1987,1089,2023,9,369000,338.84,398200,365.66
44 SOUTH LAKE DR,7219732000,RESSD - Detached SIngle Dwelling,TL-3 Level Split,1971,1160,2023,7,389000,335.34,422500,364.22
73 SOUTH LAKE DR,7219749000,RESSD - Detached SIngle Dwelling,OS-One Storey,1971,1232,2024,8,440000,357.14,455400,369.64
158 FREEMONT BAY,7219854000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1962,2080,2023,4,450000,216.35,493700,237.36
165 FAIRLANE AVE,7220074000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,1014,2024,9,390000,384.62,401700,396.15
220 DORAN BAY,7220193000,RESSD - Detached SIngle Dwelling,OS-One Storey,1964,1151,2023,6,357000,310.17,388800,337.79
263 CARSON BAY,7220463000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1119,2024,12,399900,357.37,405900,362.73
51 COSTELLO DR,7220620800,RESSS - Side By Side,TS-Two Storey,1972,1152,2024,7,274900,238.63,285900,248.18
185 DANBURY BAY,7220766000,RESSD - Detached SIngle Dwelling,OS-One Storey,1962,1111,2023,4,326195,293.60,357800,322.05
157 DANBURY BAY,7220774000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,1040,2023,11,403500,387.98,432100,415.48
358 HILLARY CRES,7221081000,RESSD - Detached SIngle Dwelling,OS-One Storey,1967,1040,2023,4,320000,307.69,351000,337.50
634 PARKHILL ST,7322840000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1984,1078,2023,8,410000,380.33,443600,411.50
51 DOHANEY CRES,7325589500,RESSD - Detached SIngle Dwelling,OS-One Storey,1975,1360,2024,10,420000,308.82,430500,316.54
105 BELLAVISTA CRES,7329118000,RESSD - Detached SIngle Dwelling,OS-One Storey,1965,1186,2023,9,435000,366.78,469400,395.78
961 CRESTVIEW PARK DR,7329448000,RESSD - Detached SIngle Dwelling,OS-One Storey,1968,1136,2024,11,483000,425.18,492700,433.71
730 SCHOOL RD,7329597000,RESSD - Detached SIngle Dwelling,OS-One Storey,1966,1062,2025,3,362500,341.34,362500,341.34
164 RIDLEY PL,7432412000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,816,2024,6,381164,467.11,398300,488.11
18 STILLWELL ST,7432920000,RESSD - Detached SIngle Dwelling,OS-One Storey,1965,1186,2023,11,405000,341.48,433800,365.77
68 VALLEY VIEW DR,7434710000,RESSD - Detached SIngle Dwelling,TL-3 Level Split,1968,1130,2023,10,365500,323.45,392900,347.70
17 CARRIAGE BAY,7436810000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1965,1696,2024,8,422000,248.82,436800,257.55
374 WHITEGATES CRES,7441002000,RESSD - Detached SIngle Dwelling,OS-One Storey,1968,1081,2024,12,335000,309.90,340000,314.52
211 RAQUETTE ST,7441184000,RESSD - Detached SIngle Dwelling,OS-One Storey,1968,1238,2023,8,312000,252.02,337600,272.70
464 SEATON ST,7443560000,RESSD - Detached SIngle Dwelling,OS-One Storey,1958,1809,2023,4,494000,273.08,541900,299.56
227 WHITEGATES CRES,7445761000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1967,1078,2024,4,411500,381.73,433300,401.95
395 BEDSON ST,7447460000,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1969,792,2025,3,361000,455.81,361000,455.81
29 SANSOME AVE,7551690000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1127,2024,8,379000,336.29,392300,348.09
43 CARLYLE BAY,7553885000,RESSD - Detached SIngle Dwelling,OS-One Storey,1968,1232,2024,10,415000,336.85,425400,345.29
491 BANTING DR,7563370000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,1062,2023,7,456000,429.38,495200,466.29
54 WOODLANDS CRES,7567450000,RESSD - Detached SIngle Dwelling,OS-One Storey,1957,1077,2024,5,280000,259.98,294000,272.98
66 ROBERT SERVICE BAY,7568480000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1965,1660,2023,1,470000,283.13,516100,310.90
948 CAVALIER DR,7569010300,RESSS - Side By Side,TS-Two Storey,1968,1337,2024,3,320000,239.34,338200,252.95
285 INGLEWOOD ST,7569111000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1912,1070,2024,1,210000,196.26,223400,208.79
365 RUTLAND ST,7569122600,RESSD - Detached SIngle Dwelling,OS-One Storey,1914,720,2024,12,250000,347.22,253800,352.50
414 ROSEBERRY ST,7569135320,RESSD - Detached SIngle Dwelling,TS-Two Storey,2015,1119,2024,8,340000,303.84,351900,314.48
281 WALLASEY ST,7569136440,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1176,2023,2,361000,306.97,398500,338.86
472 HAMPTON ST,7569137605,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1918,990,2023,6,235000,237.37,255900,258.48
326 FERRY RD,7569138880,RESSU - Secondary Unit,BL-Bi-Level,2023,1086,2023,2,495000,455.80,546500,503.22
343 PARKVIEW ST,7569139150,RESSU - Secondary Unit,TS-Two Storey,2024,1510,2024,6,555238,367.71,580200,384.24
320 TRURO ST,7569139315,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1376,2024,11,499000,362.65,509000,369.91
408 FERRY RD,7569139325,RESSU - Secondary Unit,TS-Two Storey,2024,1356,2024,2,524667,386.92,556700,410.55
249 RUTLAND ST,7569139475,RESSU - Secondary Unit,TS-Two Storey,2025,1465,2025,3,523810,357.55,523800,357.54
30 MORIER AVE,8000145500,RESDU - Duplex,TS-Two Storey,1961,2190,2024,10,535000,244.29,552100,252.10
59 HAIG AVE,8000162500,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1909,1243,2023,9,302399,243.28,329900,265.41
46 ESSEX AVE,8000278500,RESSD - Detached SIngle Dwelling,OS-One Storey,1929,616,2023,7,255000,413.96,279500,453.73
83 CLONARD AVE,8000569000,RESSD - Detached SIngle Dwelling,OS-One Storey,1949,832,2023,9,323000,388.22,352400,423.56
11 STRANMILLIS AVE,8000603500,RESSD - Detached SIngle Dwelling,OS-One Storey,1913,695,2024,10,230000,330.94,237400,341.58
106 STRANMILLIS AVE,8000622000,RESSD - Detached SIngle Dwelling,OS-One Storey,1947,676,2023,2,270000,399.41,299400,442.90
108 STRANMILLIS AVE,8000622500,RESSD - Detached SIngle Dwelling,OS-One Storey,1945,706,2025,1,376000,532.58,380900,539.52
81 IMPERIAL AVE,8000626000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1948,1134,2023,9,278000,245.15,303300,267.46
124 CLONARD AVE,8000650000,RESSU - Secondary Unit,TS-Two Storey,2024,1556,2025,3,615000,395.24,615000,395.24
156 STRANMILLIS AVE,8000677000,RESSD - Detached SIngle Dwelling,OS-One Storey,1937,744,2024,1,289900,389.65,313100,420.83
132 PILGRIM AVE,8000835500,RESSU - Secondary Unit,TS-Two Storey,2023,1403,2023,11,566667,403.90,614800,438.20
20 ROSEWARNE AVE,8001012000,RESSD - Detached SIngle Dwelling,OS-One Storey,1943,850,2025,2,421021,495.32,423500,498.24
676 ST MARY'S RD,8001015500,RESSD - Detached SIngle Dwelling,OS-One Storey,1947,816,2023,9,360000,441.18,392800,481.37
33 ELM PARK RD,8001022500,RESSD - Detached SIngle Dwelling,OS-One Storey,1939,789,2024,11,335000,424.59,343700,435.61
467 KINGSTON CRES,8001144500,RESSD - Detached SIngle Dwelling,TS-Two Storey,1941,1782,2024,4,665000,373.18,713500,400.39
38 BANK AVE,8001353000,RESSD - Detached SIngle Dwelling,OS-One Storey,1953,748,2023,4,349900,467.78,385900,515.91
45 GLENLAWN AVE,8001496500,RESSD - Detached SIngle Dwelling,OS-One Storey,1949,940,2023,6,302500,321.81,332100,353.30
30 ST DAVID PL,8001884500,RESSD - Detached SIngle Dwelling,OS-One Storey,1952,1076,2023,8,437000,406.13,477600,443.87
61 HULL AVE,8001949500,RESSD - Detached SIngle Dwelling,OS-One Storey,1951,792,2023,7,293500,370.58,321700,406.19
28 GLENVIEW AVE,8002080500,RESSD - Detached SIngle Dwelling,OS-One Storey,1950,792,2024,11,290000,366.16,297500,375.63
50 GLEN AVE,8002113000,RESSD - Detached SIngle Dwelling,OS-One Storey,1950,1367,2023,7,260000,190.20,285000,208.49
155 FERNWOOD AVE,8002290500,RESSD - Detached SIngle Dwelling,OS-One Storey,1954,1016,2024,11,389000,382.87,399100,392.81
46 POPLARWOOD AVE,8002638000,RESSD - Detached SIngle Dwelling,OS-One Storey,1954,972,2023,7,350000,360.08,383600,394.65
163 POPLARWOOD AVE,8002699000,RESSD - Detached SIngle Dwelling,OS-One Storey,1954,872,2023,7,379900,435.67,416400,477.52
384A ST ANNE'S RD,8002767000,RESRH - Row Housing,TS-Two Storey,1976,1120,2023,1,245000,218.75,272200,243.04
263 VICTORIA CRES,8002830500,RESSD - Detached SIngle Dwelling,TS-Two Storey,2017,4323,2024,8,3100000,717.09,3189900,737.89
276 VICTORIA CRES,8002832000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1944,1892,2024,1,670000,354.12,709500,375.00
79 HINDLEY AVE,8003138700,RESSD - Detached SIngle Dwelling,OS-One Storey,1987,1443,2024,5,574000,397.78,611900,424.05
115 WORTHINGTON AVE,8003228000,RESSD - Detached SIngle Dwelling,OS-One Storey,1954,1168,2023,1,335000,286.82,372200,318.66
122 ST VITAL RD,8003439500,RESSD - Detached SIngle Dwelling,OS-One Storey,2012,1206,2025,1,530000,439.47,534200,442.95
97 PARKVILLE DR,8003554500,RESSD - Detached SIngle Dwelling,TL-3 Level Split,1960,1134,2024,9,426000,375.66,436700,385.10
37 WEAVER BAY,8003574000,RESSD - Detached SIngle Dwelling,OS-One Storey,1960,1002,2024,5,366201,365.47,381600,380.84
15 TRACY CRES,8003841500,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1973,1841,2023,10,440000,239.00,472100,256.44
50 ARDEN AVE,8004019800,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1172,2024,2,430000,366.89,453700,387.12
